gender,age,address,famsize,Pstatus,M_edu,F_edu,M_job,F_job,relationship_breakdown,smoker,avarage_tution_fee_cost,time_spent_with_friends,ssc_result,hsc_result
M,22,R,GT3,T ,2,2,at_home ,other ,No ,No ,500000,1,4.31,4.03
F,20,R,LE3,T ,3,2,services ,health ,Yes ,No ,250000,1,4.83,4.33
F,21,U,GT3,T ,3,3,at_home ,services ,No ,Yes ,500000,1,4.49,4.25
F,21,R,GT3,T ,2,4,at_home ,other ,No ,Yes ,400000,1,4.97,4.35
M,20,R,LE3,T ,2,2,teacher ,health ,Yes ,Yes ,500000,5,4.93,4.78
F,24,U,GT3,T ,4,3,teacher ,other ,Yes ,No ,850000,1,4.19,4.23
M,23,U,LE3,T ,2,2,at_home ,other ,Yes ,No ,400000,1,4.91,4.87
M,22,R,GT3,T ,4,4,at_home ,services ,Yes ,No ,300000,3,4.39,4
F,24,R,GT3,T ,4,3,teacher ,services ,No ,Yes ,400000,2,4.01,3.96
M,21,U,GT3,T ,2,4,teacher ,health ,Yes ,Yes ,100000,1,4.25,4.39
F,23,R,GT3,T ,2,3,at_home ,services ,No ,Yes ,250000,5,4.54,4.74
M,21,R,LE3,T ,3,4,at_home ,health ,No ,No ,850000,1,4.34,4.62
F,24,R,GT3,T ,2,4,other ,other ,No ,Yes ,550000,1,4.54,4.08
F,20,U,GT3,T ,4,4,at_home ,teacher ,Yes ,Yes ,300000,2,4.36,4.55
M,24,R,LE3,T ,4,4,at_home ,other ,Yes ,No ,800000,5,4.44,4.48
F,22,R,GT3,T ,4,3,teacher ,health ,Yes ,No ,250000,5,4.61,4.15
F,21,R,LE3,T ,3,4,teacher ,health ,Yes ,Yes ,50000,1,3.92,4.49
M,23,U,GT3,T ,3,4,at_home ,other ,Yes ,Yes ,100000,1,4.76,4.88
M,24,U,LE3,T ,2,2,at_home ,other ,Yes ,No ,450000,3,4.66,4.68
F,24,U,GT3,T ,2,4,at_home ,health ,No ,Yes ,700000,1,4.55,4.73
M,22,R,LE3,A ,4,4,teacher ,teacher ,No ,Yes ,500000,1,4.04,4.86
M,24,R,GT3,T ,2,2,other ,services ,No ,No ,100000,1,4.48,3.99
M,20,R,GT3,T ,4,3,teacher ,teacher ,Yes ,No ,600000,3,4.06,4.79
M,23,U,GT3,T ,2,2,at_home ,other ,Yes ,Yes ,450000,1,4.48,4.83
F,21,U,GT3,T ,4,4,at_home ,other ,Yes ,Yes ,250000,1,4.38,4.66
M,20,R,GT3,A ,2,2,at_home ,services ,Yes ,Yes ,50000,1,3.94,4.67
M,21,R,LE3,T ,3,3,at_home ,teacher ,No ,Yes ,800000,5,4.06,4.68
M,24,U,GT3,T ,4,2,services ,teacher ,Yes ,Yes ,850000,1,4.87,4.67
F,20,R,GT3,T ,4,4,at_home ,teacher ,Yes ,No ,200000,2,3.93,4.69
F,24,U,GT3,T ,2,4,at_home ,other ,No ,No ,450000,1,4.73,4.24
F,20,U,GT3,T ,3,2,other ,other ,No ,Yes ,100000,1,4.8,4.11
F,21,R,GT3,T ,3,4,at_home ,health ,Yes ,No ,700000,1,4.9,4.78
F,21,U,LE3,T ,2,2,services ,health ,Yes ,Yes ,600000,2,4.75,4.23
F,20,R,GT3,T ,2,2,services ,health ,Yes ,Yes ,550000,1,4.47,4.41
F,22,U,GT3,T ,2,3,other ,teacher ,Yes ,No ,800000,1,4.03,4.21
F,21,R,LE3,T ,4,4,other ,services ,Yes ,Yes ,300000,3,4.29,4.64
M,21,R,GT3,T ,3,2,at_home ,teacher ,Yes ,Yes ,400000,1,4.22,4.69
M,21,R,GT3,T ,4,2,at_home ,teacher ,No ,No ,100000,1,3.96,4.03
F,24,R,LE3,T ,4,3,at_home ,health ,Yes ,No ,700000,1,4.16,4.67
F,21,R,GT3,T ,3,3,at_home ,teacher ,Yes ,No ,850000,1,4.34,4.57
F,24,U,GT3,T ,2,4,teacher ,other ,No ,Yes ,450000,4,4.58,4.46
M,20,U,GT3,T ,4,4,services ,other ,Yes ,Yes ,400000,5,4.23,4.43
M,24,R,GT3,T ,3,4,teacher ,other ,Yes ,No ,600000,1,3.93,4.16
F,24,U,LE3,T ,2,3,services ,other ,Yes ,Yes ,550000,1,4.3,4.09
F,21,R,GT3,T ,3,4,other ,services ,No ,No ,250000,1,4.24,4.65
M,23,R,GT3,T ,2,2,at_home ,services ,Yes ,No ,700000,1,4.07,4.85
M,23,U,LE3,T ,2,2,health ,other ,Yes ,No ,300000,3,4.79,4.88
F,21,U,GT3,T ,3,4,at_home ,teacher ,Yes ,No ,850000,3,3.96,4.82
F,24,U,GT3,T ,4,4,at_home ,services ,Yes ,Yes ,850000,3,4.05,3.99
F,21,U,GT3,T ,4,4,teacher ,teacher ,Yes ,No ,100000,1,4.34,4.75
F,22,U,GT3,T ,2,3,at_home ,other ,Yes ,No ,850000,3,4.51,4.09
F,23,U,GT3,T ,2,3,at_home ,health ,No ,Yes ,50000,2,3.99,4.72
M,24,U,GT3,T ,3,3,teacher ,teacher ,No ,No ,850000,1,4.51,4.84
M,21,U,LE3,T ,3,4,health ,other ,Yes ,Yes ,250000,3,4.55,4
F,23,R,GT3,T ,4,4,other ,health ,Yes ,No ,600000,2,4.95,4.11
M,21,U,GT3,T ,2,4,teacher ,other ,Yes ,No ,300000,2,4.67,3.96
M,21,R,LE3,T ,3,2,at_home ,other ,No ,No ,700000,1,4.22,4.48
M,23,U,LE3,T ,4,2,at_home ,teacher ,No ,No ,450000,1,5,4.83
F,24,R,GT3,T ,4,4,other ,teacher ,Yes ,No ,200000,1,4.76,4.58
F,23,R,GT3,T ,4,3,other ,services ,No ,Yes ,600000,1,4.65,4.74
F,23,U,GT3,A ,2,3,at_home ,services ,No ,No ,500000,1,4.38,4.73
F,20,U,GT3,T ,3,2,at_home ,services ,Yes ,No ,450000,1,3.97,4.34
M,20,R,LE3,T ,2,4,at_home ,health ,Yes ,No ,300000,2,4.22,4.27
M,23,U,LE3,T ,3,3,services ,services ,Yes ,No ,700000,1,4.6,3.99
M,20,U,LE3,T ,4,3,at_home ,teacher ,No ,Yes ,200000,1,4.63,3.99
M,23,R,GT3,T ,3,4,other ,teacher ,Yes ,No ,50000,2,4.48,4.16
M,21,R,GT3,T ,2,4,health ,teacher ,No ,Yes ,550000,3,4.37,4.66
F,23,R,GT3,T ,2,4,at_home ,teacher ,Yes ,No ,500000,1,4.2,4.65
M,20,U,GT3,T ,2,2,at_home ,health ,Yes ,Yes ,500000,2,4.15,4.21
M,23,R,GT3,T ,4,2,at_home ,services ,Yes ,No ,200000,5,4.85,4.11
F,21,R,GT3,T ,3,3,other ,services ,No ,No ,550000,1,4.53,4.54
F,24,R,LE3,T ,3,4,other ,teacher ,No ,No ,500000,3,5,4.51
M,21,U,GT3,T ,3,2,health ,services ,Yes ,Yes ,550000,1,4.34,4.24
M,22,U,LE3,T ,4,3,at_home ,teacher ,Yes ,No ,400000,1,3.97,4.27
M,22,U,GT3,T ,2,2,other ,services ,Yes ,No ,100000,1,4.22,4.25
F,22,U,GT3,T ,2,2,services ,teacher ,Yes ,No ,550000,1,4.16,4.44
M,22,R,GT3,T ,4,4,at_home ,other ,No ,Yes ,850000,1,3.97,4.02
M,22,R,GT3,T ,4,2,at_home ,health ,Yes ,No ,200000,1,4.68,4.46
F,23,R,GT3,T ,3,4,at_home ,teacher ,No ,No ,550000,3,3.97,4.34
M,21,U,LE3,T ,3,2,health ,teacher ,Yes ,No ,600000,2,4.27,4.22
F,21,R,GT3,T ,2,2,health ,services ,Yes ,No ,500000,2,4.63,4.82
M,21,R,GT3,T ,3,4,at_home ,teacher ,Yes ,Yes ,50000,1,4.13,4.24
M,24,R,GT3,T ,3,4,at_home ,health ,No ,No ,250000,1,4.33,4.76
F,21,U,GT3,T ,4,4,health ,health ,No ,Yes ,500000,1,4.22,4.37
F,22,U,LE3,T ,3,4,services ,services ,Yes ,Yes ,850000,1,4.24,4.84
F,24,R,LE3,T ,2,2,at_home ,health ,Yes ,No ,500000,1,4.92,3.97
M,24,U,GT3,T ,4,4,services ,teacher ,No ,No ,800000,1,4.66,4.38
F,21,R,GT3,T ,2,2,at_home ,other ,No ,No ,600000,1,4.44,4.22
F,20,R,GT3,T ,2,2,services ,services ,Yes ,No ,500000,1,4.84,4.05
F,20,R,LE3,T ,2,2,at_home ,services ,Yes ,Yes ,250000,2,4.92,4.05
F,21,R,LE3,T ,2,2,at_home ,services ,No ,No ,300000,1,4.16,4.85
M,23,U,GT3,T ,4,2,teacher ,health ,Yes ,No ,550000,4,4.28,4.87
M,20,R,GT3,T ,2,4,health ,services ,Yes ,Yes ,50000,1,4.8,4.52
M,23,R,LE3,T ,3,2,at_home ,teacher ,Yes ,Yes ,450000,2,4.22,4.88
F,22,U,LE3,T ,3,4,at_home ,teacher ,Yes ,Yes ,450000,1,4.64,4.64
F,24,U,GT3,T ,2,4,at_home ,health ,No ,No ,500000,1,3.95,4.47
F,21,R,GT3,T ,4,2,health ,other ,No ,No ,550000,2,4.01,4.11
M,21,R,LE3,T ,4,2,at_home ,services ,No ,Yes ,100000,1,4.05,3.97
M,21,R,GT3,T ,2,3,other ,other ,Yes ,No ,700000,1,4.77,4.19
M,24,R,GT3,T ,4,4,at_home ,health ,No ,No ,400000,1,4.44,4.27
F,20,U,GT3,T ,2,4,at_home ,other ,Yes ,Yes ,850000,1,4.34,4.18
F,23,U,GT3,T ,3,3,at_home ,health ,No ,No ,450000,1,4.44,4.13
F,22,R,GT3,T ,4,3,at_home ,teacher ,No ,Yes ,450000,5,4.52,4.64
F,24,R,LE3,T ,4,3,services ,services ,Yes ,Yes ,700000,1,4.44,4.72
F,20,U,GT3,T ,2,2,teacher ,other ,No ,No ,550000,1,4.89,4.77
F,23,U,GT3,T ,3,2,services ,health ,Yes ,Yes ,100000,2,4.48,4.28
F,20,U,LE3,T ,2,3,at_home ,teacher ,Yes ,Yes ,400000,2,4.13,4.41
M,24,R,LE3,T ,3,3,services ,services ,Yes ,Yes ,600000,3,4.51,4.45
M,24,U,GT3,T ,3,4,services ,health ,No ,Yes ,550000,2,4.53,4.6
F,20,U,GT3,T ,2,2,at_home ,health ,No ,No ,800000,5,4.24,4.49
M,24,U,LE3,T ,4,3,services ,other ,Yes ,No ,800000,1,4.86,4.49
F,21,R,GT3,T ,2,4,other ,services ,Yes ,No ,700000,1,4.56,4.81
M,20,R,GT3,T ,3,2,teacher ,health ,Yes ,Yes ,500000,2,4.71,4.89
M,22,U,GT3,T ,3,2,at_home ,health ,Yes ,No ,50000,2,4.25,4.3
F,24,R,GT3,T ,4,3,other ,services ,Yes ,Yes ,300000,1,4.96,4.22
F,22,R,GT3,T ,3,2,services ,teacher ,Yes ,Yes ,800000,2,4.91,4.5
M,20,R,GT3,T ,3,4,at_home ,other ,No ,No ,500000,1,4.3,4.28
F,24,R,GT3,T ,3,2,teacher ,other ,No ,No ,300000,1,5,4.77
F,20,R,LE3,T ,3,4,other ,other ,Yes ,No ,500000,1,4.31,4.18
M,22,U,GT3,T ,4,3,at_home ,other ,Yes ,Yes ,800000,1,4.29,4.36
F,23,U,GT3,T ,3,4,health ,services ,No ,Yes ,250000,4,4.43,4.82
M,20,U,GT3,T ,4,2,teacher ,services ,No ,No ,450000,1,4.6,4.51
M,22,R,LE3,T ,4,3,at_home ,other ,No ,Yes ,800000,1,4.65,4.23
F,20,R,GT3,T ,4,4,teacher ,teacher ,No ,Yes ,250000,5,4.38,4.67
F,21,U,GT3,T ,4,2,health ,health ,Yes ,No ,600000,1,3.99,4.53
M,24,U,LE3,T ,3,3,at_home ,services ,No ,Yes ,200000,1,4.41,4.15
M,22,R,GT3,T ,3,3,other ,services ,Yes ,No ,850000,2,4.94,4.48
M,24,R,GT3,T ,4,2,at_home ,services ,No ,Yes ,200000,2,4.84,4.37
F,21,U,LE3,T ,3,2,services ,health ,Yes ,Yes ,450000,1,4.09,4.13
F,20,U,GT3,T ,3,3,health ,teacher ,No ,No ,250000,1,4.11,4.75
M,20,R,GT3,T ,3,4,services ,services ,Yes ,Yes ,600000,1,4.57,4.84
F,22,U,GT3,T ,2,4,other ,services ,Yes ,Yes ,500000,1,4.86,4.83
F,20,U,GT3,T ,3,4,other ,other ,No ,No ,200000,4,4.55,4.74
F,24,U,GT3,T ,2,2,at_home ,services ,Yes ,Yes ,300000,1,4.16,4.85
M,24,R,GT3,T ,2,3,teacher ,teacher ,Yes ,Yes ,600000,1,4.92,4.8
F,22,R,GT3,T ,3,4,health ,health ,No ,No ,450000,1,4.38,4.36
F,24,U,LE3,T ,4,3,teacher ,teacher ,No ,Yes ,300000,1,4.88,4.2
F,20,R,GT3,T ,4,3,at_home ,health ,Yes ,No ,200000,1,4.78,3.99
M,20,R,GT3,A ,3,4,at_home ,teacher ,Yes ,Yes ,250000,5,4.27,3.96
M,21,U,LE3,T ,4,4,services ,health ,No ,Yes ,400000,3,3.95,4.63
F,23,U,GT3,T ,2,4,health ,health ,Yes ,Yes ,700000,1,4.99,4.59
F,20,R,GT3,A ,3,2,at_home ,health ,No ,Yes ,300000,1,3.95,4.88
F,22,U,LE3,T ,4,2,at_home ,teacher ,No ,No ,800000,1,4.16,4.71
M,22,R,GT3,T ,3,2,at_home ,services ,No ,No ,250000,1,4.68,4.68
F,21,R,LE3,T ,3,2,at_home ,health ,No ,Yes ,250000,1,4.49,4.83
M,23,U,GT3,T ,4,3,other ,health ,No ,No ,400000,3,4.34,3.97
F,24,U,GT3,T ,4,4,other ,other ,No ,Yes ,450000,1,4.96,4.03
F,22,U,GT3,T ,4,2,at_home ,health ,Yes ,No ,550000,1,4.99,4.02
M,21,R,GT3,T ,4,2,other ,other ,No ,Yes ,700000,1,4.42,4.79
M,21,U,LE3,T ,3,3,services ,health ,Yes ,No ,450000,1,4.31,4.69
F,22,R,LE3,T ,4,4,services ,teacher ,No ,Yes ,450000,1,4.23,4.27
M,22,U,GT3,T ,4,2,teacher ,services ,No ,No ,500000,3,4.74,4.3
F,20,R,GT3,T ,2,3,other ,teacher ,Yes ,No ,50000,1,4.65,4.54
M,24,R,GT3,T ,4,3,health ,health ,No ,Yes ,850000,2,4.97,4.48
F,23,R,GT3,T ,4,3,teacher ,services ,Yes ,Yes ,250000,1,4.47,4.07
F,23,R,GT3,T ,2,4,at_home ,teacher ,No ,Yes ,500000,1,4.23,4.15
F,22,U,GT3,T ,3,3,teacher ,teacher ,Yes ,No ,800000,1,4.71,4.4
F,23,U,GT3,T ,2,3,at_home ,health ,No ,No ,700000,2,3.97,4.31
M,22,U,GT3,T ,3,3,at_home ,teacher ,Yes ,No ,100000,1,4.86,4.36
M,21,R,GT3,T ,2,2,at_home ,teacher ,No ,Yes ,500000,2,4.59,4.84
M,22,R,LE3,T ,2,3,at_home ,teacher ,Yes ,No ,100000,3,4.97,4.49
M,21,U,LE3,T ,2,4,other ,teacher ,Yes ,Yes ,250000,1,4.83,4.69
M,20,R,GT3,T ,4,3,health ,other ,No ,Yes ,400000,1,4.85,4.85
M,23,R,GT3,T ,4,3,at_home ,health ,Yes ,No ,100000,3,4.23,4.7
M,20,R,GT3,T ,2,3,teacher ,teacher ,Yes ,No ,250000,1,4.72,4.75
M,22,R,GT3,T ,4,4,services ,teacher ,Yes ,Yes ,450000,2,4.28,4.86
F,21,U,GT3,T ,4,3,health ,services ,Yes ,No ,500000,1,4.53,4.4
F,22,U,GT3,T ,4,4,teacher ,services ,Yes ,No ,600000,4,4.72,4.55
M,23,U,GT3,T ,2,4,at_home ,services ,No ,Yes ,250000,1,4.76,4.64
F,21,R,LE3,T ,2,2,health ,other ,No ,No ,250000,1,4.72,4.69
M,22,R,GT3,T ,3,2,at_home ,services ,Yes ,No ,450000,4,4.63,4.34
M,23,U,LE3,T ,3,2,teacher ,services ,Yes ,No ,200000,1,4.5,4.25
F,21,U,GT3,T ,2,2,at_home ,other ,No ,Yes ,850000,1,4.21,4.19
F,22,R,GT3,T ,3,4,at_home ,health ,No ,No ,700000,4,4.94,4.23
M,21,R,GT3,T ,3,4,at_home ,teacher ,Yes ,No ,600000,1,4.7,4.89
M,20,R,GT3,T ,3,2,at_home ,health ,Yes ,No ,800000,1,3.99,4.72
F,22,U,GT3,T ,2,3,teacher ,other ,No ,No ,50000,1,4.63,4.2
F,22,U,GT3,T ,3,2,at_home ,teacher ,No ,Yes ,100000,1,4.23,4.27
F,24,R,GT3,T ,4,3,at_home ,teacher ,Yes ,No ,800000,3,4.06,4.23
F,20,U,GT3,T ,3,2,services ,health ,No ,No ,400000,1,3.98,4.57
F,22,R,GT3,T ,3,4,at_home ,services ,Yes ,No ,250000,2,4.88,4.24
F,20,R,GT3,T ,4,2,at_home ,other ,Yes ,No ,200000,1,4.18,4.06
F,21,R,LE3,T ,3,3,health ,services ,Yes ,No ,450000,2,4.53,4.26
F,21,U,GT3,T ,2,2,at_home ,other ,Yes ,No ,450000,1,4.21,4.38
F,20,R,GT3,T ,3,4,at_home ,teacher ,No ,No ,50000,1,4.56,4.57
F,24,R,GT3,A ,4,2,services ,other ,Yes ,No ,550000,2,4.45,4.45
F,21,R,GT3,T ,4,4,services ,teacher ,Yes ,No ,300000,1,4.5,4.35
F,21,U,LE3,T ,4,4,health ,services ,Yes ,No ,850000,1,4.47,4.3
F,21,R,LE3,T ,4,4,at_home ,teacher ,Yes ,No ,300000,5,4.01,4.69
M,20,U,GT3,T ,4,4,services ,services ,Yes ,Yes ,550000,1,4.35,4.23
F,22,U,GT3,T ,2,3,services ,services ,No ,No ,500000,1,4.28,4.18
F,22,R,GT3,T ,2,3,other ,health ,No ,Yes ,450000,2,4.25,4.4
F,24,R,GT3,T ,4,2,at_home ,teacher ,Yes ,No ,550000,1,4.02,4.02
M,21,R,LE3,T ,2,2,services ,services ,No ,No ,700000,2,4.96,4.78
F,24,U,GT3,T ,3,2,health ,teacher ,Yes ,Yes ,600000,1,4.83,4.43
M,20,R,GT3,T ,3,2,other ,other ,Yes ,No ,100000,3,4.71,4.26
M,22,R,GT3,T ,2,4,at_home ,services ,No ,No ,100000,1,4.45,4.2
M,20,R,GT3,T ,3,2,at_home ,at_home ,Yes ,No ,100000,1,4.31,4.11
M,22,R,GT3,T ,4,3,services ,services ,Yes ,No ,100000,1,4.23,4.68
M,23,U,GT3,T ,2,3,services ,teacher ,No ,Yes ,300000,1,4.37,4.68
F,24,R,GT3,T ,2,4,health ,teacher ,Yes ,No ,100000,2,4.55,4.16
F,22,R,LE3,T ,3,4,health ,health ,Yes ,No ,300000,1,4.63,4.59
M,22,R,GT3,T ,3,3,at_home ,teacher ,No ,Yes ,450000,1,4.92,4.11
F,23,R,LE3,T ,3,3,health ,services ,Yes ,No ,100000,2,4.69,4.04
F,24,R,GT3,T ,2,2,services ,teacher ,Yes ,No ,400000,1,4.62,4.65
M,24,U,GT3,T ,3,2,other ,other ,No ,Yes ,100000,2,4.88,4.71
M,24,U,LE3,T ,4,3,at_home ,services ,No ,No ,400000,1,4.02,4.04
F,21,R,LE3,T ,4,4,at_home ,teacher ,No ,No ,100000,1,4.69,4.39
M,23,U,GT3,T ,2,2,health ,other ,Yes ,Yes ,250000,4,4.32,4.59
M,20,U,LE3,T ,4,4,at_home ,services ,Yes ,No ,250000,3,4.03,3.95
M,24,R,GT3,T ,2,4,other ,other ,Yes ,Yes ,550000,1,4.72,3.97
F,21,R,GT3,T ,4,2,at_home ,health ,No ,No ,400000,5,4.18,4.13
M,22,U,GT3,A ,2,2,at_home ,other ,No ,Yes ,500000,1,4.69,4.04
F,21,R,LE3,T ,4,2,at_home ,other ,No ,Yes ,850000,1,4.98,3.96
M,21,U,GT3,T ,4,3,at_home ,health ,No ,No ,800000,1,4.36,4.34
M,24,U,LE3,T ,3,3,at_home ,health ,No ,No ,600000,4,4.72,4.03
M,24,R,GT3,T ,4,2,at_home ,other ,Yes ,Yes ,100000,3,4.77,3.95
M,20,U,GT3,T ,2,4,health ,health ,Yes ,No ,50000,2,4.35,4.21
F,21,R,LE3,T ,4,2,at_home ,teacher ,No ,No ,850000,4,4.02,4.52
F,20,U,LE3,T ,3,2,at_home ,services ,No ,No ,400000,1,4.93,4.86
M,24,U,LE3,T ,4,4,at_home ,services ,Yes ,Yes ,200000,1,4.26,3.98
F,22,R,LE3,T ,4,2,at_home ,services ,Yes ,Yes ,600000,1,4.97,4.56
M,23,U,GT3,T ,3,3,services ,services ,No ,Yes ,850000,3,4.62,4.82
F,20,R,GT3,T ,4,4,at_home ,other ,Yes ,No ,850000,1,3.97,4.4
M,20,R,GT3,T ,3,3,services ,services ,Yes ,No ,100000,1,4.49,4.24
M,24,R,GT3,T ,2,2,at_home ,other ,Yes ,Yes ,200000,4,4.4,4.09
M,21,U,GT3,T ,3,2,at_home ,other ,Yes ,No ,400000,3,4.9,4.87
M,22,U,GT3,T ,3,3,teacher ,health ,No ,Yes ,300000,5,4.67,4.32
M,24,R,GT3,T ,4,3,at_home ,teacher ,Yes ,No ,850000,1,4.74,3.99
M,21,R,LE3,T ,3,4,at_home ,services ,Yes ,Yes ,800000,1,4.75,4.73
M,21,R,GT3,T ,3,3,at_home ,other ,Yes ,Yes ,600000,2,3.94,4.82
M,22,R,GT3,T ,3,4,services ,health ,No ,No ,600000,1,4.56,4.59
M,21,U,GT3,T ,2,4,at_home ,teacher ,Yes ,Yes ,250000,1,4.33,4.54
M,20,R,LE3,T ,3,2,services ,services ,No ,No ,400000,1,4.44,4.88
M,21,U,LE3,T ,3,4,health ,other ,No ,No ,550000,1,4.11,4.4
M,20,U,GT3,T ,4,4,health ,health ,Yes ,Yes ,700000,1,4.92,4.21
F,20,U,GT3,T ,4,4,at_home ,services ,Yes ,Yes ,400000,4,4.63,4.04
F,23,U,GT3,T ,3,2,teacher ,teacher ,Yes ,No ,250000,2,4.97,4.68
M,21,R,GT3,T ,2,4,services ,health ,Yes ,No ,250000,1,4.56,4.55
M,20,R,GT3,T ,3,3,other ,services ,No ,No ,550000,1,4.95,3.97
M,24,R,GT3,T ,3,2,at_home ,teacher ,No ,Yes ,800000,1,4.95,4.52
F,22,U,LE3,T ,2,4,at_home ,services ,Yes ,Yes ,50000,1,4.18,4.3
M,21,R,LE3,T ,4,2,at_home ,other ,Yes ,Yes ,450000,3,4.45,4.2
M,24,R,GT3,T ,4,2,at_home ,teacher ,Yes ,No ,800000,1,4.36,4.53
F,21,R,GT3,T ,2,2,other ,other ,No ,Yes ,100000,1,4.6,3.97
F,23,U,LE3,T ,3,2,teacher ,health ,No ,No ,450000,1,4.93,4.66
F,23,U,GT3,T ,2,4,health ,at_home ,Yes ,No ,200000,1,4.21,4
F,22,R,GT3,T ,4,2,teacher ,health ,No ,No ,100000,1,4.07,3.97
F,23,U,GT3,A ,2,3,health ,health ,No ,No ,800000,1,3.93,4.6
M,21,R,LE3,T ,4,2,at_home ,health ,Yes ,No ,700000,1,4.21,4.33
F,21,R,GT3,T ,2,3,other ,health ,Yes ,Yes ,250000,2,4.79,4.64
M,24,R,GT3,T ,4,4,at_home ,teacher ,No ,Yes ,100000,1,4.9,4.77
F,20,U,LE3,T ,4,2,services ,other ,No ,No ,700000,1,4.15,4.48
M,24,R,LE3,T ,3,4,services ,other ,Yes ,Yes ,800000,1,4.67,4.84
M,20,R,LE3,T ,2,2,at_home ,health ,Yes ,No ,400000,1,4.17,4.04
M,23,U,LE3,T ,4,2,teacher ,health ,No ,Yes ,50000,1,4.47,4.41
F,20,R,LE3,T ,3,4,at_home ,health ,No ,No ,800000,1,4.18,4.69
M,20,U,GT3,T ,4,3,other ,services ,Yes ,Yes ,100000,3,4.98,4.7
F,20,R,LE3,T ,2,2,teacher ,teacher ,No ,Yes ,250000,1,4.52,4.64
F,22,U,GT3,T ,2,2,teacher ,teacher ,No ,No ,200000,1,4.35,4.89
F,21,U,GT3,T ,4,2,at_home ,services ,Yes ,No ,200000,3,4.83,4.62
M,22,R,GT3,T ,3,3,teacher ,health ,No ,No ,450000,1,4.53,4.23
F,24,R,LE3,T ,3,4,services ,teacher ,No ,Yes ,550000,1,4.02,4.88
M,21,U,GT3,T ,2,4,at_home ,services ,No ,No ,200000,3,4.71,3.98
M,21,U,LE3,T ,2,3,at_home ,other ,No ,No ,850000,4,4.44,4.11
M,22,R,GT3,T ,3,2,at_home ,teacher ,Yes ,Yes ,300000,1,4.15,4.13
F,21,U,LE3,T ,4,2,at_home ,health ,Yes ,No ,450000,5,4.74,4.27
M,24,R,GT3,T ,2,2,at_home ,other ,No ,No ,250000,2,4.42,4.1
F,21,R,GT3,T ,3,4,at_home ,other ,No ,Yes ,800000,1,4.92,4.82
M,21,U,GT3,T ,3,2,at_home ,other ,Yes ,Yes ,200000,5,4.72,4.74
M,24,U,GT3,T ,4,4,at_home ,health ,No ,Yes ,250000,1,4.52,3.95
M,21,R,GT3,T ,2,3,teacher ,teacher ,Yes ,Yes ,450000,1,4.7,4.33
F,23,U,GT3,T ,4,4,at_home ,teacher ,No ,Yes ,400000,1,4.21,4.22
F,20,U,LE3,T ,3,2,other ,health ,Yes ,Yes ,500000,2,4.33,4.15
F,22,U,GT3,T ,3,3,at_home ,health ,No ,No ,50000,2,4.19,4.41
F,24,U,LE3,T ,2,4,teacher ,health ,No ,Yes ,800000,1,4.4,4.7
F,24,R,GT3,T ,4,3,other ,teacher ,Yes ,No ,850000,1,4.75,4.33
M,22,R,LE3,T ,3,3,at_home ,teacher ,No ,Yes ,550000,1,4.6,4.79
F,21,R,GT3,T ,3,2,other ,health ,Yes ,No ,800000,1,4.4,4.81
M,24,R,GT3,T ,2,4,at_home ,other ,Yes ,Yes ,500000,1,4.65,4.68
F,24,U,LE3,T ,4,4,services ,teacher ,Yes ,No ,50000,1,4.17,4.88
M,24,R,LE3,T ,4,2,teacher ,teacher ,Yes ,No ,550000,3,4.83,4.48
F,21,R,LE3,T ,4,3,at_home ,services ,Yes ,Yes ,850000,1,4.88,4.13
M,21,R,GT3,T ,4,2,at_home ,teacher ,No ,Yes ,250000,4,4.39,4.14
M,23,U,GT3,T ,4,2,teacher ,health ,No ,No ,550000,3,4.05,3.98
F,22,R,LE3,T ,3,2,services ,services ,Yes ,Yes ,250000,1,4.61,4.56
M,22,U,GT3,T ,2,2,services ,health ,No ,No ,800000,1,4.36,4.13
F,22,R,GT3,T ,4,4,at_home ,services ,Yes ,No ,500000,1,4.48,4.29
M,23,U,LE3,T ,4,3,health ,teacher ,Yes ,Yes ,250000,1,4.61,4.48
M,23,R,GT3,T ,3,3,at_home ,services ,Yes ,Yes ,700000,2,4.82,4.39
M,20,U,GT3,T ,3,3,at_home ,health ,No ,Yes ,600000,1,4.37,4.24
M,24,U,LE3,T ,3,2,at_home ,health ,No ,Yes ,700000,4,4.38,4.13
F,20,U,GT3,T ,2,2,other ,teacher ,No ,No ,250000,1,4.25,4.72
M,21,R,GT3,T ,3,3,health ,teacher ,Yes ,No ,600000,3,4.58,4.64
F,24,R,GT3,T ,2,4,at_home ,teacher ,Yes ,Yes ,100000,1,4.95,4.12
F,21,U,GT3,T ,2,3,at_home ,health ,Yes ,No ,300000,2,4.25,4.83
F,21,U,GT3,T ,4,4,teacher ,services ,No ,No ,500000,1,4.72,4.44
F,23,R,GT3,T ,4,4,other ,health ,Yes ,No ,600000,1,3.98,4.09
M,24,U,GT3,T ,4,2,at_home ,other ,No ,Yes ,100000,1,3.99,4.76
F,21,U,GT3,T ,3,4,at_home ,health ,Yes ,Yes ,400000,1,4.4,4.29
M,22,U,GT3,T ,4,4,health ,services ,No ,Yes ,700000,1,4.15,4.6
F,23,U,GT3,T ,4,3,other ,health ,Yes ,Yes ,700000,4,4.38,4.14
F,23,R,GT3,T ,4,2,teacher ,health ,Yes ,Yes ,100000,1,4.46,4.43
